,tp,fp,fn,tn,precision,recall,f_measure,mcc
339,11,1,3,3360,0.9166666666666666,0.7857142857142857,0.8461538461538461,0.848094758597269
340,11,3,1,3361,0.7857142857142857,0.9166666666666666,0.8461538461538461,0.8480949291678056
341,6,1,6,3363,0.8571428571428571,0.5,0.631578947368421,0.6537787755233795
342,8,2,4,3362,0.8,0.6666666666666666,0.7272727272727272,0.7294286664936501
343,13,2,1,3359,0.8666666666666667,0.9285714285714286,0.896551724137931,0.8966437429610798
344,10,0,4,3361,1.0,0.7142857142857143,0.8333333333333333,0.8446517848537044
345,12,0,3,3360,1.0,0.8,0.888888888888889,0.8940281603349528
346,14,4,0,3357,0.7777777777777778,1.0,0.8750000000000001,0.8813921529847272
347,7,0,5,3364,1.0,0.5833333333333334,0.7368421052631579,0.7631956477307427
348,10,3,5,3357,0.7692307692307693,0.6666666666666666,0.7142857142857142,0.7149430426057717
349,14,2,0,3359,0.875,1.0,0.9333333333333333,0.93513599098231
350,9,1,3,3363,0.9,0.75,0.8181818181818182,0.8210141759433139
351,10,0,4,3361,1.0,0.7142857142857143,0.8333333333333333,0.8446517848537044
352,6,1,8,3360,0.8571428571428571,0.42857142857142855,0.5714285714285714,0.6050410192438983
353,10,1,6,3358,0.9090909090909091,0.625,0.7407407407407406,0.7528591910173925
354,10,0,2,3364,1.0,0.8333333333333334,0.9090909090909091,0.9125996853929779
355,6,1,6,3363,0.8571428571428571,0.5,0.631578947368421,0.6537787755233795
356,10,2,1,3363,0.8333333333333334,0.9090909090909091,0.8695652173913043,0.8699485033615612
357,13,0,0,3362,1.0,1.0,1.0,1.0
358,10,0,0,3365,1.0,1.0,1.0,1.0
359,10,0,0,3365,1.0,1.0,1.0,1.0
360,20,1,1,3354,0.9523809523809523,0.9523809523809523,0.9523809523809523,0.9520828897878079
361,12,0,0,3363,1.0,1.0,1.0,1.0
362,12,1,0,3362,0.9230769230769231,1.0,0.9600000000000001,0.9606260681835611
363,21,0,1,3354,1.0,0.9545454545454546,0.9767441860465117,0.9768628052352072
364,23,0,1,3352,1.0,0.9583333333333334,0.9787234042553191,0.9787990190198181
365,26,0,1,3349,1.0,0.9629629629629629,0.9811320754716981,0.9811602882975992
366,11,1,0,3363,0.9166666666666666,1.0,0.9565217391304348,0.9572847923177584
367,10,0,0,3366,1.0,1.0,1.0,1.0
368,10,0,0,3365,1.0,1.0,1.0,1.0
369,10,0,0,3365,1.0,1.0,1.0,1.0
370,2,0,9,3364,1.0,0.18181818181818182,0.3076923076923077,0.42583218037784487
371,10,0,0,3366,1.0,1.0,1.0,1.0
372,10,2,2,3361,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8327386262265835
373,9,2,3,3361,0.8181818181818182,0.75,0.7826086956521738,0.7826119529117933
374,11,0,0,3365,1.0,1.0,1.0,1.0
375,2,1,9,3364,0.6666666666666666,0.18181818181818182,0.28571428571428575,0.34717381857012475
376,5,2,6,3362,0.7142857142857143,0.45454545454545453,0.5555555555555556,0.5687195785172781
377,5,2,6,3363,0.7142857142857143,0.45454545454545453,0.5555555555555556,0.5687199002290718
378,8,2,3,3363,0.8,0.7272727272727273,0.761904761904762,0.7620334871062027
379,10,3,3,3360,0.7692307692307693,0.7692307692307693,0.7692307692307693,0.7683387085706443
380,5,1,6,3364,0.8333333333333334,0.45454545454545453,0.5882352941176471,0.6145986339025422
381,2,1,9,3363,0.6666666666666666,0.18181818181818182,0.28571428571428575,0.3471735272253326
382,10,1,0,3364,0.9090909090909091,1.0,0.9523809523809523,0.9533209052282791
383,8,0,2,3366,1.0,0.8,0.888888888888889,0.8941615852951731
384,16,0,0,3360,1.0,1.0,1.0,1.0
385,12,0,0,3363,1.0,1.0,1.0,1.0
386,20,2,0,3353,0.9090909090909091,1.0,0.9523809523809523,0.9531783553477143
387,19,0,1,3355,1.0,0.95,0.9743589743589743,0.9745342092048939
388,11,1,0,3363,0.9166666666666666,1.0,0.9565217391304348,0.9572847923177584
389,7,1,5,3362,0.875,0.5833333333333334,0.7000000000000001,0.7136460418244335
390,13,2,6,3355,0.8666666666666667,0.6842105263157895,0.7647058823529413,0.7689250579109129
391,18,2,5,3351,0.9,0.782608695652174,0.8372093023255814,0.838239761481192
392,20,0,1,3354,1.0,0.9523809523809523,0.975609756097561,0.9757546224561913
393,19,3,3,3351,0.8636363636363636,0.8636363636363636,0.8636363636363636,0.8627419092535371
394,20,3,1,3351,0.8695652173913043,0.9523809523809523,0.909090909090909,0.9094480233211863
395,1,1,10,3364,0.5,0.09090909090909091,0.15384615384615385,0.21222016333482893
396,2,1,9,3364,0.6666666666666666,0.18181818181818182,0.28571428571428575,0.34717381857012475
397,10,2,1,3363,0.8333333333333334,0.9090909090909091,0.8695652173913043,0.8699485033615612
398,10,0,0,3365,1.0,1.0,1.0,1.0
399,8,1,4,3362,0.8888888888888888,0.6666666666666666,0.761904761904762,0.7691140328962249
400,6,3,5,3362,0.6666666666666666,0.5454545454545454,0.6,0.6018582333988667
401,7,0,7,3362,1.0,0.5,0.6666666666666666,0.7063717973264345
402,7,2,4,3362,0.7777777777777778,0.6363636363636364,0.7000000000000001,0.702660347276674
403,10,4,1,3360,0.7142857142857143,0.9090909090909091,0.8,0.8051280592753549
404,7,0,2,3366,1.0,0.7777777777777778,0.8750000000000001,0.8816552129315128
405,5,1,4,3365,0.8333333333333334,0.5555555555555556,0.6666666666666667,0.6797471096415438
406,6,0,3,3366,1.0,0.6666666666666666,0.8,0.8161329663111955
407,5,1,4,3365,0.8333333333333334,0.5555555555555556,0.6666666666666667,0.6797471096415438
408,5,0,4,3366,1.0,0.5555555555555556,0.7142857142857143,0.7449135133914772
409,6,1,3,3365,0.8571428571428571,0.6666666666666666,0.75,0.7553677015299401
410,14,1,3,3357,0.9333333333333333,0.8235294117647058,0.8749999999999999,0.8761361078805818
411,18,1,0,3356,0.9473684210526315,1.0,0.972972972972973,0.9731835459947958
412,13,3,4,3355,0.8125,0.7647058823529411,0.787878787878788,0.7872026928431446
413,15,3,2,3355,0.8333333333333334,0.8823529411764706,0.8571428571428571,0.8567522860736437
414,10,0,0,3366,1.0,1.0,1.0,1.0
415,22,1,0,3352,0.9565217391304348,1.0,0.9777777777777777,0.9778734405442283
416,16,1,0,3358,0.9411764705882353,1.0,0.9696969696969697,0.9699980799733154
417,4,0,6,3366,1.0,0.4,0.5714285714285715,0.6318925986492941
418,5,0,5,3365,1.0,0.5,0.6666666666666666,0.706582026545672
419,10,1,2,3362,0.9090909090909091,0.8333333333333334,0.8695652173913043,0.8699483726147759
420,4,1,7,3364,0.8,0.36363636363636365,0.5000000000000001,0.5384392842829362
421,9,2,3,3361,0.8181818181818182,0.75,0.7826086956521738,0.7826119529117933
422,7,1,3,3364,0.875,0.7,0.7777777777777777,0.7820591630071404
423,48,2,1,3324,0.96,0.9795918367346939,0.9696969696969697,0.9692968895204807
424,42,2,0,3332,0.9545454545454546,1.0,0.9767441860465117,0.9767153330399178
425,47,8,2,3318,0.8545454545454545,0.9591836734693877,0.9038461538461537,0.9038994660243517
426,48,1,1,3325,0.9795918367346939,0.9795918367346939,0.9795918367346939,0.9792911752794924
427,11,0,0,3364,1.0,1.0,1.0,1.0
428,11,0,0,3364,1.0,1.0,1.0,1.0
0,14,0,0,3364,1.0,1.0,1.0,1.0
1,11,0,0,3367,1.0,1.0,1.0,1.0
2,11,0,0,3367,1.0,1.0,1.0,1.0
3,10,0,0,3368,1.0,1.0,1.0,1.0
4,9,2,1,3366,0.8181818181818182,0.9,0.8571428571428572,0.8576774780042551
5,12,0,0,3366,1.0,1.0,1.0,1.0
6,19,1,0,3358,0.95,1.0,0.9743589743589743,0.974534338918577
7,19,0,0,3359,1.0,1.0,1.0,1.0
8,19,0,0,3359,1.0,1.0,1.0,1.0
9,19,1,0,3358,0.95,1.0,0.9743589743589743,0.974534338918577
10,17,1,1,3360,0.9444444444444444,0.9444444444444444,0.9444444444444444,0.9441469139475686
11,18,0,0,3361,1.0,1.0,1.0,1.0
12,18,1,0,3360,0.9473684210526315,1.0,0.972972972972973,0.9731837185524588
13,11,0,0,3368,1.0,1.0,1.0,1.0
14,29,1,2,3347,0.9666666666666667,0.9354838709677419,0.9508196721311476,0.9505018987109719
15,10,0,1,3367,1.0,0.9090909090909091,0.9523809523809523,0.9533210314407523
16,11,0,0,3367,1.0,1.0,1.0,1.0
17,10,0,0,3368,1.0,1.0,1.0,1.0
18,13,2,4,3359,0.8666666666666667,0.7647058823529411,0.8125,0.8132161669812545
19,15,2,2,3359,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.8817578801827187
20,17,0,0,3361,1.0,1.0,1.0,1.0
21,17,3,0,3358,0.85,1.0,0.9189189189189189,0.9215428895243923
22,11,1,0,3366,0.9166666666666666,1.0,0.9565217391304348,0.9572849191303582
23,24,4,0,3350,0.8571428571428571,1.0,0.923076923076923,0.9252678658434454
24,24,1,0,3353,0.96,1.0,0.9795918367346939,0.9796498224352901
25,12,1,0,3365,0.9230769230769231,1.0,0.9600000000000001,0.9606261955144518
26,14,0,0,3364,1.0,1.0,1.0,1.0
27,12,0,1,3365,1.0,0.9230769230769231,0.9600000000000001,0.9606261955144518
28,11,0,0,3368,1.0,1.0,1.0,1.0
29,14,0,0,3364,1.0,1.0,1.0,1.0
30,9,1,0,3368,0.9,1.0,0.9473684210526316,0.9485424916233115
31,21,1,0,3356,0.9545454545454546,1.0,0.9767441860465117,0.9768628919951297
32,17,0,3,3358,1.0,0.85,0.9189189189189189,0.9215428895243923
33,18,1,1,3359,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.9470708020050125
34,16,3,2,3357,0.8421052631578947,0.8888888888888888,0.8648648648648649,0.8644405159240788
35,14,1,3,3360,0.9333333333333333,0.8235294117647058,0.8749999999999999,0.8761366235208611
36,10,0,0,3368,1.0,1.0,1.0,1.0
37,10,0,0,3368,1.0,1.0,1.0,1.0
38,4,0,5,3369,1.0,0.4444444444444444,0.6153846153846153,0.6661725100005395
39,11,1,0,3366,0.9166666666666666,1.0,0.9565217391304348,0.9572849191303582
40,13,0,0,3365,1.0,1.0,1.0,1.0
41,15,3,2,3358,0.8333333333333334,0.8823529411764706,0.8571428571428571,0.8567529472521784
42,17,3,0,3358,0.85,1.0,0.9189189189189189,0.9215428895243923
43,9,0,1,3368,1.0,0.9,0.9473684210526316,0.9485424916233115
44,10,0,0,3368,1.0,1.0,1.0,1.0
45,10,0,0,3369,1.0,1.0,1.0,1.0
46,5,0,6,3367,1.0,0.45454545454545453,0.625,0.6735999514479896
47,9,1,3,3365,0.9,0.75,0.8181818181818182,0.8210145143003723
48,7,1,5,3365,0.875,0.5833333333333334,0.7000000000000001,0.7136467440281347
49,11,1,0,3366,0.9166666666666666,1.0,0.9565217391304348,0.9572849191303582
50,13,0,0,3365,1.0,1.0,1.0,1.0
51,5,1,5,3367,0.8333333333333334,0.5,0.625,0.6447311690955989
52,14,0,0,3364,1.0,1.0,1.0,1.0
53,6,0,5,3368,1.0,0.5454545454545454,0.7058823529411764,0.7380013451883572
54,4,0,7,3367,1.0,0.36363636363636365,0.5333333333333333,0.6023968221585018
55,8,2,3,3365,0.8,0.7272727272727273,0.761904761904762,0.7620339245677579
56,10,3,1,3364,0.7692307692307693,0.9090909090909091,0.8333333333333333,0.8356706396895234
57,10,1,1,3366,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.9087939087939088
58,4,1,7,3366,0.8,0.36363636363636365,0.5000000000000001,0.5384398305099849
59,9,3,1,3365,0.75,0.9,0.8181818181818182,0.8210145143003723
60,16,0,0,3362,1.0,1.0,1.0,1.0
61,14,0,1,3364,1.0,0.9333333333333333,0.9655172413793104,0.9659482223707123
62,13,2,4,3359,0.8666666666666667,0.7647058823529411,0.8125,0.8132161669812545
63,24,1,0,3353,0.96,1.0,0.9795918367346939,0.9796498224352901
64,24,3,0,3351,0.8888888888888888,1.0,0.9411764705882353,0.9423872974135298
65,24,1,0,3353,0.96,1.0,0.9795918367346939,0.9796498224352901
66,24,1,0,3353,0.96,1.0,0.9795918367346939,0.9796498224352901
67,14,0,0,3364,1.0,1.0,1.0,1.0
68,13,0,1,3364,1.0,0.9285714285714286,0.962962962962963,0.9634809176454663
69,10,0,0,3369,1.0,1.0,1.0,1.0
70,14,0,0,3364,1.0,1.0,1.0,1.0
71,14,0,0,3364,1.0,1.0,1.0,1.0
72,7,1,3,3367,0.875,0.7,0.7777777777777777,0.7820596657628487
73,8,1,4,3365,0.8888888888888888,0.6666666666666666,0.761904761904762,0.7691146442545523
74,8,1,4,3365,0.8888888888888888,0.6666666666666666,0.761904761904762,0.7691146442545523
75,7,0,6,3365,1.0,0.5384615384615384,0.7000000000000001,0.733146054767941
76,10,1,1,3366,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.9087939087939088
77,9,1,4,3365,0.9,0.6923076923076923,0.7826086956521738,0.788662108904675
78,7,0,2,3369,1.0,0.7777777777777778,0.8750000000000001,0.8816554460341103
79,10,0,0,3368,1.0,1.0,1.0,1.0
80,7,0,3,3368,1.0,0.7,0.8235294117647058,0.8362876535344569
81,22,0,0,3356,1.0,1.0,1.0,1.0
82,10,0,0,3369,1.0,1.0,1.0,1.0
83,11,1,4,3362,0.9166666666666666,0.7333333333333333,0.8148148148148148,0.8191938365234216
84,3,0,8,3367,1.0,0.2727272727272727,0.42857142857142855,0.5216136578741091
85,5,3,5,3365,0.625,0.5,0.5555555555555556,0.557855511392408
86,5,0,5,3368,1.0,0.5,0.6666666666666666,0.7065824934439758
87,7,0,2,3369,1.0,0.7777777777777778,0.8750000000000001,0.8816554460341103
88,4,0,6,3368,1.0,0.4,0.5714285714285715,0.6318929324868672
89,3,0,7,3368,1.0,0.3,0.4615384615384615,0.5471542540982184
90,16,1,0,3361,0.9411764705882353,1.0,0.9696969696969697,0.9699982088527742
91,22,3,0,3353,0.88,1.0,0.9361702127659575,0.937663771948809
92,30,2,3,3343,0.9375,0.9090909090909091,0.923076923076923,0.9224411313132845
93,14,0,0,3365,1.0,1.0,1.0,1.0
94,16,0,0,3363,1.0,1.0,1.0,1.0
95,14,0,0,3365,1.0,1.0,1.0,1.0
96,14,0,0,3365,1.0,1.0,1.0,1.0
97,14,0,0,3364,1.0,1.0,1.0,1.0
98,18,0,0,3360,1.0,1.0,1.0,1.0
99,14,0,0,3364,1.0,1.0,1.0,1.0
100,16,0,0,3362,1.0,1.0,1.0,1.0
101,10,1,0,3367,0.9090909090909091,1.0,0.9523809523809523,0.9533210314407523
102,10,2,0,3366,0.8333333333333334,1.0,0.9090909090909091,0.9125998464880303
103,9,1,4,3364,0.9,0.6923076923076923,0.7826086956521738,0.7886619039350399
104,10,2,0,3366,0.8333333333333334,1.0,0.9090909090909091,0.9125998464880303
105,6,1,4,3367,0.8571428571428571,0.6,0.7058823529411764,0.7164632688364846
106,3,0,7,3368,1.0,0.3,0.4615384615384615,0.5471542540982184
107,4,0,6,3368,1.0,0.4,0.5714285714285715,0.6318929324868672
108,3,0,7,3368,1.0,0.3,0.4615384615384615,0.5471542540982184
109,10,0,3,3365,1.0,0.7692307692307693,0.8695652173913044,0.8766673185588693
110,10,0,0,3368,1.0,1.0,1.0,1.0
111,10,0,0,3368,1.0,1.0,1.0,1.0
112,13,0,0,3365,1.0,1.0,1.0,1.0
113,9,1,4,3364,0.9,0.6923076923076923,0.7826086956521738,0.7886619039350399
114,14,0,2,3363,1.0,0.875,0.9333333333333333,0.935136321914958
115,17,0,0,3361,1.0,1.0,1.0,1.0
116,3,0,7,3368,1.0,0.3,0.4615384615384615,0.5471542540982184
117,3,0,7,3368,1.0,0.3,0.4615384615384615,0.5471542540982184
118,3,0,7,3368,1.0,0.3,0.4615384615384615,0.5471542540982184
119,3,0,7,3368,1.0,0.3,0.4615384615384615,0.5471542540982184
120,7,2,3,3366,0.7777777777777778,0.7,0.7368421052631577,0.7371294184705307
121,3,0,7,3368,1.0,0.3,0.4615384615384615,0.5471542540982184
122,2,0,8,3368,1.0,0.2,0.33333333333333337,0.4466834072928061
123,10,0,0,3368,1.0,1.0,1.0,1.0
124,10,0,0,3369,1.0,1.0,1.0,1.0
125,17,1,0,3360,0.9444444444444444,1.0,0.9714285714285714,0.9716807312176243
126,14,0,3,3362,1.0,0.8235294117647058,0.9032258064516129,0.9070805974161821
127,14,0,3,3362,1.0,0.8235294117647058,0.9032258064516129,0.9070805974161821
128,15,3,1,3359,0.8333333333333334,0.9375,0.8823529411764706,0.8833049545423397
129,16,2,1,3360,0.8888888888888888,0.9411764705882353,0.9142857142857143,0.9142169708045619
130,15,3,2,3359,0.8333333333333334,0.8823529411764706,0.8571428571428571,0.8567531673827714
131,14,1,3,3361,0.9333333333333333,0.8235294117647058,0.8749999999999999,0.8761367951965311
132,16,3,1,3358,0.8421052631578947,0.9411764705882353,0.8888888888888888,0.8896842550846992
133,16,2,1,3359,0.8888888888888888,0.9411764705882353,0.9142857142857143,0.9142168392349014
134,16,2,1,3360,0.8888888888888888,0.9411764705882353,0.9142857142857143,0.9142169708045619
135,13,3,4,3359,0.8125,0.7647058823529411,0.787878787878788,0.7872039277336403
136,10,1,3,3365,0.9090909090909091,0.7692307692307693,0.8333333333333333,0.8356708093757351
137,9,0,1,3368,1.0,0.9,0.9473684210526316,0.9485424916233115
138,10,0,0,3368,1.0,1.0,1.0,1.0
139,10,0,0,3368,1.0,1.0,1.0,1.0
140,12,0,5,3362,1.0,0.7058823529411765,0.8275862068965517,0.8395439932480147
141,13,0,0,3365,1.0,1.0,1.0,1.0
142,16,2,0,3360,0.8888888888888888,1.0,0.9411764705882353,0.9425285688578496
143,9,1,7,3361,0.9,0.5625,0.6923076923076923,0.7105025186099402
144,10,1,2,3365,0.9090909090909091,0.8333333333333334,0.8695652173913043,0.8699487646221113
145,12,1,3,3362,0.9230769230769231,0.8,0.8571428571428571,0.8587631215822407
146,12,0,3,3363,1.0,0.8,0.888888888888889,0.8940285160565526
147,10,1,4,3363,0.9090909090909091,0.7142857142857143,0.8,0.80512867864078
148,9,1,6,3362,0.9,0.6,0.7200000000000001,0.7339373460444318
149,14,2,0,3362,0.875,1.0,0.9333333333333333,0.9351362392555881
150,13,2,2,3361,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.8660719595599168
151,10,1,2,3365,0.9090909090909091,0.8333333333333334,0.8695652173913043,0.8699487646221113
152,10,2,3,3363,0.8333333333333334,0.7692307692307693,0.8,0.7999032986126282
153,7,0,8,3364,1.0,0.4666666666666667,0.6363636363636364,0.6823192139223573
154,14,2,1,3362,0.875,0.9333333333333333,0.9032258064516129,0.9032547256661904
155,15,2,0,3361,0.8823529411764706,1.0,0.9375,0.9390570800604675
156,18,0,1,3360,1.0,0.9473684210526315,0.972972972972973,0.9731837185524588
157,14,1,2,3361,0.9333333333333333,0.875,0.9032258064516129,0.9032545944012176
158,11,1,4,3363,0.9166666666666666,0.7333333333333333,0.8148148148148148,0.8191940438251321
159,12,1,2,3363,0.9230769230769231,0.8571428571428571,0.888888888888889,0.8890585601085051
160,13,0,2,3363,1.0,0.8666666666666667,0.9285714285714286,0.9306726385675611
161,15,1,1,3362,0.9375,0.9375,0.9375,0.937202646446625
162,9,0,4,3365,1.0,0.6923076923076923,0.8181818181818181,0.8315562026705572
163,11,2,4,3361,0.8461538461538461,0.7333333333333333,0.7857142857142856,0.7868536045969203
164,14,2,3,3359,0.875,0.8235294117647058,0.8484848484848485,0.8481351491419489
165,14,1,1,3362,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9330359797799583
166,15,3,0,3361,0.8333333333333334,1.0,0.9090909090909091,0.9124637912991537
167,10,0,0,3369,1.0,1.0,1.0,1.0
168,10,0,0,3369,1.0,1.0,1.0,1.0
169,10,1,0,3368,0.9090909090909091,1.0,0.9523809523809523,0.9533210734616223
170,10,0,0,3369,1.0,1.0,1.0,1.0
171,10,0,0,3369,1.0,1.0,1.0,1.0
172,10,0,0,3369,1.0,1.0,1.0,1.0
173,4,0,6,3368,1.0,0.4,0.5714285714285715,0.6318929324868672
174,7,1,3,3367,0.875,0.7,0.7777777777777777,0.7820596657628487
175,5,0,5,3368,1.0,0.5,0.6666666666666666,0.7065824934439758
176,3,0,7,3368,1.0,0.3,0.4615384615384615,0.5471542540982184
177,2,0,8,3368,1.0,0.2,0.33333333333333337,0.4466834072928061
178,9,1,1,3367,0.9,0.9,0.9,0.8997030878859857
179,5,0,5,3368,1.0,0.5,0.6666666666666666,0.7065824934439758
180,5,0,6,3368,1.0,0.45454545454545453,0.625,0.6736001293312373
181,14,0,0,3364,1.0,1.0,1.0,1.0
182,15,0,0,3363,1.0,1.0,1.0,1.0
183,16,0,0,3362,1.0,1.0,1.0,1.0
184,16,0,0,3363,1.0,1.0,1.0,1.0
185,18,1,0,3359,0.9473684210526315,1.0,0.972972972972973,0.9731836754515631
186,13,0,3,3362,1.0,0.8125,0.896551724137931,0.9009859219215043
187,10,0,0,3368,1.0,1.0,1.0,1.0
188,10,0,0,3368,1.0,1.0,1.0,1.0
189,18,1,0,3359,0.9473684210526315,1.0,0.972972972972973,0.9731836754515631
190,19,0,0,3359,1.0,1.0,1.0,1.0
191,19,0,0,3359,1.0,1.0,1.0,1.0
192,21,1,1,3355,0.9545454545454546,0.9545454545454546,0.9545454545454546,0.954247480767147
193,12,0,0,3366,1.0,1.0,1.0,1.0
194,22,1,0,3355,0.9565217391304348,1.0,0.9777777777777777,0.9778735709353191
195,10,1,0,3368,0.9090909090909091,1.0,0.9523809523809523,0.9533210734616223
196,7,0,3,3369,1.0,0.7,0.8235294117647058,0.8362877639899369
197,5,0,4,3369,1.0,0.5555555555555556,0.7142857142857143,0.7449139070562337
198,8,0,2,3368,1.0,0.8,0.888888888888889,0.894161742948069
199,10,1,0,3367,0.9090909090909091,1.0,0.9523809523809523,0.9533210314407523
200,7,1,3,3367,0.875,0.7,0.7777777777777777,0.7820596657628487
201,8,0,2,3368,1.0,0.8,0.888888888888889,0.894161742948069
202,10,0,1,3367,1.0,0.9090909090909091,0.9523809523809523,0.9533210314407523
203,9,0,1,3368,1.0,0.9,0.9473684210526316,0.9485424916233115
204,7,0,2,3369,1.0,0.7777777777777778,0.8750000000000001,0.8816554460341103
205,4,0,5,3369,1.0,0.4444444444444444,0.6153846153846153,0.6661725100005395
206,9,0,1,3369,1.0,0.9,0.9473684210526316,0.9485425334087343
207,8,0,2,3368,1.0,0.8,0.888888888888889,0.894161742948069
208,8,1,1,3368,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.888592064905511
209,15,1,1,3361,0.9375,0.9375,0.9375,0.9372025580011898
210,10,0,0,3369,1.0,1.0,1.0,1.0
211,10,0,0,3368,1.0,1.0,1.0,1.0
212,11,0,2,3365,1.0,0.8461538461538461,0.9166666666666666,0.9195929698875557
213,13,1,0,3364,0.9285714285714286,1.0,0.962962962962963,0.9634809176454663
214,10,0,0,3368,1.0,1.0,1.0,1.0
215,10,0,0,3368,1.0,1.0,1.0,1.0
216,12,0,0,3366,1.0,1.0,1.0,1.0
217,13,0,0,3365,1.0,1.0,1.0,1.0
218,13,0,0,3365,1.0,1.0,1.0,1.0
219,13,0,0,3366,1.0,1.0,1.0,1.0
220,13,0,0,3365,1.0,1.0,1.0,1.0
221,12,1,0,3365,0.9230769230769231,1.0,0.9600000000000001,0.9606261955144518
222,11,0,1,3366,1.0,0.9166666666666666,0.9565217391304348,0.9572849191303582
223,10,1,0,3367,0.9090909090909091,1.0,0.9523809523809523,0.9533210314407523
224,10,0,0,3368,1.0,1.0,1.0,1.0
225,10,1,0,3367,0.9090909090909091,1.0,0.9523809523809523,0.9533210314407523
226,10,0,0,3368,1.0,1.0,1.0,1.0
227,9,0,1,3368,1.0,0.9,0.9473684210526316,0.9485424916233115
228,13,1,0,3364,0.9285714285714286,1.0,0.962962962962963,0.9634809176454663
229,10,0,0,3368,1.0,1.0,1.0,1.0
230,13,1,0,3365,0.9285714285714286,1.0,0.962962962962963,0.963480960189926
231,20,2,0,3356,0.9090909090909091,1.0,0.9523809523809523,0.9531786093169566
232,11,0,0,3367,1.0,1.0,1.0,1.0
233,17,0,0,3362,1.0,1.0,1.0,1.0
234,11,0,0,3368,1.0,1.0,1.0,1.0
235,11,0,0,3368,1.0,1.0,1.0,1.0
236,17,0,0,3362,1.0,1.0,1.0,1.0
237,11,1,0,3367,0.9166666666666666,1.0,0.9565217391304348,0.9572849613510181
238,24,3,0,3351,0.8888888888888888,1.0,0.9411764705882353,0.9423872974135298
239,10,0,0,3368,1.0,1.0,1.0,1.0
240,10,1,0,3367,0.9090909090909091,1.0,0.9523809523809523,0.9533210314407523
241,11,1,0,3366,0.9166666666666666,1.0,0.9565217391304348,0.9572849191303582
242,10,0,0,3368,1.0,1.0,1.0,1.0
243,10,0,0,3368,1.0,1.0,1.0,1.0
244,10,1,0,3367,0.9090909090909091,1.0,0.9523809523809523,0.9533210314407523
245,10,0,0,3368,1.0,1.0,1.0,1.0
246,10,0,0,3368,1.0,1.0,1.0,1.0
247,10,0,0,3368,1.0,1.0,1.0,1.0
248,14,0,0,3365,1.0,1.0,1.0,1.0
249,16,0,0,3362,1.0,1.0,1.0,1.0
250,10,0,0,3368,1.0,1.0,1.0,1.0
251,10,0,0,3368,1.0,1.0,1.0,1.0
252,13,0,0,3365,1.0,1.0,1.0,1.0
253,21,0,1,3356,1.0,0.9545454545454546,0.9767441860465117,0.9768628919951297
254,13,2,0,3364,0.8666666666666667,1.0,0.9285714285714286,0.9306727207834862
255,9,1,4,3365,0.9,0.6923076923076923,0.7826086956521738,0.788662108904675
256,12,2,1,3364,0.8571428571428571,0.9230769230769231,0.888888888888889,0.889058691028153
257,13,1,0,3364,0.9285714285714286,1.0,0.962962962962963,0.9634809176454663
258,12,0,1,3365,1.0,0.9230769230769231,0.9600000000000001,0.9606261955144518
259,16,0,0,3362,1.0,1.0,1.0,1.0
260,16,0,0,3362,1.0,1.0,1.0,1.0
261,15,0,0,3363,1.0,1.0,1.0,1.0
262,15,0,1,3362,1.0,0.9375,0.967741935483871,0.9681018701788108
263,20,3,0,3356,0.8695652173913043,1.0,0.9302325581395349,0.9320882944959108
264,17,0,3,3358,1.0,0.85,0.9189189189189189,0.9215428895243923
265,13,1,0,3364,0.9285714285714286,1.0,0.962962962962963,0.9634809176454663
266,13,0,0,3365,1.0,1.0,1.0,1.0
267,14,2,0,3362,0.875,1.0,0.9333333333333333,0.9351362392555881
268,13,0,0,3365,1.0,1.0,1.0,1.0
269,16,0,0,3362,1.0,1.0,1.0,1.0
270,19,3,0,3356,0.8636363636363636,1.0,0.9268292682926829,0.9289052859020289
271,14,1,0,3364,0.9333333333333333,1.0,0.9655172413793104,0.9659482223707123
272,10,0,0,3369,1.0,1.0,1.0,1.0
273,9,0,1,3369,1.0,0.9,0.9473684210526316,0.9485425334087343
274,10,0,0,3369,1.0,1.0,1.0,1.0
275,10,0,0,3369,1.0,1.0,1.0,1.0
276,6,0,4,3368,1.0,0.6,0.7499999999999999,0.7741371042830578
277,14,0,0,3364,1.0,1.0,1.0,1.0
278,21,0,1,3357,1.0,0.9545454545454546,0.9767441860465117,0.9768629353363327
279,29,1,0,3348,0.9666666666666667,1.0,0.983050847457627,0.9830452803866842
280,30,0,3,3345,1.0,0.9090909090909091,0.9523809523809523,0.9530353149291572
281,28,0,1,3349,1.0,0.9655172413793104,0.9824561403508771,0.9824607001185371
282,28,1,2,3347,0.9655172413793104,0.9333333333333333,0.9491525423728815,0.9488434207365974
283,29,1,3,3346,0.9666666666666667,0.90625,0.9354838709677419,0.9353829744847372
284,11,1,0,3366,0.9166666666666666,1.0,0.9565217391304348,0.9572849191303582
285,11,0,0,3367,1.0,1.0,1.0,1.0
286,11,0,0,3367,1.0,1.0,1.0,1.0
